,LAUS Code,FIPS_code_state,FIPS_code_county,County Name/State Abbreviation,Period,Labor_force,Employed,Unemployed,Unemployment_rate%,County,State,Preliminary,Labor_force_NA,Employed_NA,Unemployed_NA,Unemployment_rate%_NA,fips
39389,CN1812900000000,18,129,"Posey County, IN",Sep-20,13739.0,13249.0,490.0,3.6,Posey County,IN,False,False,False,False,False,18129
39390,CN1813100000000,18,131,"Pulaski County, IN",Sep-20,6119.0,5817.0,302.0,4.9,Pulaski County,IN,False,False,False,False,False,18131
39391,CN1813300000000,18,133,"Putnam County, IN",Sep-20,16859.0,16029.0,830.0,4.9,Putnam County,IN,False,False,False,False,False,18133
39392,CN1813500000000,18,135,"Randolph County, IN",Sep-20,10916.0,10348.0,568.0,5.2,Randolph County,IN,False,False,False,False,False,18135
39393,CN1813700000000,18,137,"Ripley County, IN",Sep-20,13832.0,13221.0,611.0,4.4,Ripley County,IN,False,False,False,False,False,18137
39394,CN1813900000000,18,139,"Rush County, IN",Sep-20,8611.0,8229.0,382.0,4.4,Rush County,IN,False,False,False,False,False,18139
39395,CN1814100000000,18,141,"St. Joseph County, IN",Sep-20,130605.0,121084.0,9521.0,7.3,St. Joseph County,IN,False,False,False,False,False,18141
39396,CN1814300000000,18,143,"Scott County, IN",Sep-20,10468.0,9815.0,653.0,6.2,Scott County,IN,False,False,False,False,False,18143
39397,CN1814500000000,18,145,"Shelby County, IN",Sep-20,23410.0,22258.0,1152.0,4.9,Shelby County,IN,False,False,False,False,False,18145
39398,CN1814700000000,18,147,"Spencer County, IN",Sep-20,9948.0,9502.0,446.0,4.5,Spencer County,IN,False,False,False,False,False,18147
39399,CN1814900000000,18,149,"Starke County, IN",Sep-20,9324.0,8728.0,596.0,6.4,Starke County,IN,False,False,False,False,False,18149
39400,CN1815100000000,18,151,"Steuben County, IN",Sep-20,19110.0,18260.0,850.0,4.4,Steuben County,IN,False,False,False,False,False,18151
39401,CN1815300000000,18,153,"Sullivan County, IN",Sep-20,8113.0,7670.0,443.0,5.5,Sullivan County,IN,False,False,False,False,False,18153
39402,CN1815500000000,18,155,"Switzerland County, IN",Sep-20,4539.0,4251.0,288.0,6.3,Switzerland County,IN,False,False,False,False,False,18155
39403,CN1815700000000,18,157,"Tippecanoe County, IN",Sep-20,97437.0,92416.0,5021.0,5.2,Tippecanoe County,IN,False,False,False,False,False,18157
39404,CN1815900000000,18,159,"Tipton County, IN",Sep-20,8773.0,8392.0,381.0,4.3,Tipton County,IN,False,False,False,False,False,18159
39405,CN1816100000000,18,161,"Union County, IN",Sep-20,3456.0,3319.0,137.0,4.0,Union County,IN,False,False,False,False,False,18161
39406,CN1816300000000,18,163,"Vanderburgh County, IN",Sep-20,97536.0,91923.0,5613.0,5.8,Vanderburgh County,IN,False,False,False,False,False,18163
39407,CN1816500000000,18,165,"Vermillion County, IN",Sep-20,6726.0,6354.0,372.0,5.5,Vermillion County,IN,False,False,False,False,False,18165
39408,CN1816700000000,18,167,"Vigo County, IN",Sep-20,47318.0,44310.0,3008.0,6.4,Vigo County,IN,False,False,False,False,False,18167
39409,CN1816900000000,18,169,"Wabash County, IN",Sep-20,13979.0,13300.0,679.0,4.9,Wabash County,IN,False,False,False,False,False,18169
39410,CN1817100000000,18,171,"Warren County, IN",Sep-20,3966.0,3803.0,163.0,4.1,Warren County,IN,False,False,False,False,False,18171
39411,CN1817300000000,18,173,"Warrick County, IN",Sep-20,33591.0,32242.0,1349.0,4.0,Warrick County,IN,False,False,False,False,False,18173
39412,CN1817500000000,18,175,"Washington County, IN",Sep-20,13436.0,12757.0,679.0,5.1,Washington County,IN,False,False,False,False,False,18175
39413,CN1817700000000,18,177,"Wayne County, IN",Sep-20,28975.0,27084.0,1891.0,6.5,Wayne County,IN,False,False,False,False,False,18177
39414,CN1817900000000,18,179,"Wells County, IN",Sep-20,14254.0,13696.0,558.0,3.9,Wells County,IN,False,False,False,False,False,18179
39415,CN1818100000000,18,181,"White County, IN",Sep-20,12918.0,12381.0,537.0,4.2,White County,IN,False,False,False,False,False,18181
39416,CN1818300000000,18,183,"Whitley County, IN",Sep-20,17568.0,16850.0,718.0,4.1,Whitley County,IN,False,False,False,False,False,18183
39417,CN1900100000000,19,001,"Adair County, IA",Sep-20,3909.0,3790.0,119.0,3.0,Adair County,IA,False,False,False,False,False,19001
39418,CN1900300000000,19,003,"Adams County, IA",Sep-20,2017.0,1947.0,70.0,3.5,Adams County,IA,False,False,False,False,False,19003
39419,CN1900500000000,19,005,"Allamakee County, IA",Sep-20,6888.0,6667.0,221.0,3.2,Allamakee County,IA,False,False,False,False,False,19005
39420,CN1900700000000,19,007,"Appanoose County, IA",Sep-20,5571.0,5322.0,249.0,4.5,Appanoose County,IA,False,False,False,False,False,19007
39421,CN1900900000000,19,009,"Audubon County, IA",Sep-20,2842.0,2758.0,84.0,3.0,Audubon County,IA,False,False,False,False,False,19009
39422,CN1901100000000,19,011,"Benton County, IA",Sep-20,12585.0,12063.0,522.0,4.1,Benton County,IA,False,False,False,False,False,19011
39423,CN1901300000000,19,013,"Black Hawk County, IA",Sep-20,67128.0,63631.0,3497.0,5.2,Black Hawk County,IA,False,False,False,False,False,19013
39424,CN1901500000000,19,015,"Boone County, IA",Sep-20,14379.0,13940.0,439.0,3.1,Boone County,IA,False,False,False,False,False,19015
39425,CN1901700000000,19,017,"Bremer County, IA",Sep-20,13186.0,12798.0,388.0,2.9,Bremer County,IA,False,False,False,False,False,19017
39426,CN1901900000000,19,019,"Buchanan County, IA",Sep-20,10413.0,10019.0,394.0,3.8,Buchanan County,IA,False,False,False,False,False,19019
39427,CN1902100000000,19,021,"Buena Vista County, IA",Sep-20,11670.0,11313.0,357.0,3.1,Buena Vista County,IA,False,False,False,False,False,19021
39428,CN1902300000000,19,023,"Butler County, IA",Sep-20,7453.0,7211.0,242.0,3.2,Butler County,IA,False,False,False,False,False,19023
39429,CN1902500000000,19,025,"Calhoun County, IA",Sep-20,3973.0,3844.0,129.0,3.2,Calhoun County,IA,False,False,False,False,False,19025
39430,CN1902700000000,19,027,"Carroll County, IA",Sep-20,10312.0,9995.0,317.0,3.1,Carroll County,IA,False,False,False,False,False,19027
39431,CN1902900000000,19,029,"Cass County, IA",Sep-20,6470.0,6269.0,201.0,3.1,Cass County,IA,False,False,False,False,False,19029
39432,CN1903100000000,19,031,"Cedar County, IA",Sep-20,10258.0,9922.0,336.0,3.3,Cedar County,IA,False,False,False,False,False,19031
39433,CN1903300000000,19,033,"Cerro Gordo County, IA",Sep-20,22258.0,21289.0,969.0,4.4,Cerro Gordo County,IA,False,False,False,False,False,19033
39434,CN1903500000000,19,035,"Cherokee County, IA",Sep-20,5907.0,5743.0,164.0,2.8,Cherokee County,IA,False,False,False,False,False,19035
39435,CN1903700000000,19,037,"Chickasaw County, IA",Sep-20,6217.0,6024.0,193.0,3.1,Chickasaw County,IA,False,False,False,False,False,19037
39436,CN1903900000000,19,039,"Clarke County, IA",Sep-20,4508.0,4313.0,195.0,4.3,Clarke County,IA,False,False,False,False,False,19039
39437,CN1904100000000,19,041,"Clay County, IA",Sep-20,8095.0,7814.0,281.0,3.5,Clay County,IA,False,False,False,False,False,19041
39438,CN1904300000000,19,043,"Clayton County, IA",Sep-20,9191.0,8825.0,366.0,4.0,Clayton County,IA,False,False,False,False,False,19043
39439,CN1904500000000,19,045,"Clinton County, IA",Sep-20,22116.0,20835.0,1281.0,5.8,Clinton County,IA,False,False,False,False,False,19045
39440,CN1904700000000,19,047,"Crawford County, IA",Sep-20,7559.0,7260.0,299.0,4.0,Crawford County,IA,False,False,False,False,False,19047
39441,CN1904900000000,19,049,"Dallas County, IA",Sep-20,46461.0,45010.0,1451.0,3.1,Dallas County,IA,False,False,False,False,False,19049
39442,CN1905100000000,19,051,"Davis County, IA",Sep-20,3947.0,3804.0,143.0,3.6,Davis County,IA,False,False,False,False,False,19051
39443,CN1905300000000,19,053,"Decatur County, IA",Sep-20,4120.0,4005.0,115.0,2.8,Decatur County,IA,False,False,False,False,False,19053
39444,CN1905500000000,19,055,"Delaware County, IA",Sep-20,9847.0,9547.0,300.0,3.0,Delaware County,IA,False,False,False,False,False,19055
39445,CN1905700000000,19,057,"Des Moines County, IA",Sep-20,18094.0,16996.0,1098.0,6.1,Des Moines County,IA,False,False,False,False,False,19057
39446,CN1905900000000,19,059,"Dickinson County, IA",Sep-20,8712.0,8404.0,308.0,3.5,Dickinson County,IA,False,False,False,False,False,19059
39447,CN1906100000000,19,061,"Dubuque County, IA",Sep-20,53260.0,50740.0,2520.0,4.7,Dubuque County,IA,False,False,False,False,False,19061
39448,CN1906300000000,19,063,"Emmet County, IA",Sep-20,4968.0,4794.0,174.0,3.5,Emmet County,IA,False,False,False,False,False,19063
39449,CN1906500000000,19,065,"Fayette County, IA",Sep-20,9986.0,9579.0,407.0,4.1,Fayette County,IA,False,False,False,False,False,19065
39450,CN1906700000000,19,067,"Floyd County, IA",Sep-20,7944.0,7566.0,378.0,4.8,Floyd County,IA,False,False,False,False,False,19067
39451,CN1906900000000,19,069,"Franklin County, IA",Sep-20,5235.0,5075.0,160.0,3.1,Franklin County,IA,False,False,False,False,False,19069
39452,CN1907100000000,19,071,"Fremont County, IA",Sep-20,3443.0,3345.0,98.0,2.8,Fremont County,IA,False,False,False,False,False,19071
39453,CN1907300000000,19,073,"Greene County, IA",Sep-20,5144.0,4980.0,164.0,3.2,Greene County,IA,False,False,False,False,False,19073
39454,CN1907500000000,19,075,"Grundy County, IA",Sep-20,6144.0,5935.0,209.0,3.4,Grundy County,IA,False,False,False,False,False,19075
39455,CN1907700000000,19,077,"Guthrie County, IA",Sep-20,5200.0,4994.0,206.0,4.0,Guthrie County,IA,False,False,False,False,False,19077
39456,CN1907900000000,19,079,"Hamilton County, IA",Sep-20,6567.0,6327.0,240.0,3.7,Hamilton County,IA,False,False,False,False,False,19079
39457,CN1908100000000,19,081,"Hancock County, IA",Sep-20,5597.0,5392.0,205.0,3.7,Hancock County,IA,False,False,False,False,False,19081
39458,CN1908300000000,19,083,"Hardin County, IA",Sep-20,7519.0,7244.0,275.0,3.7,Hardin County,IA,False,False,False,False,False,19083
39459,CN1908500000000,19,085,"Harrison County, IA",Sep-20,7010.0,6794.0,216.0,3.1,Harrison County,IA,False,False,False,False,False,19085
39460,CN1908700000000,19,087,"Henry County, IA",Sep-20,9455.0,9084.0,371.0,3.9,Henry County,IA,False,False,False,False,False,19087
39461,CN1908900000000,19,089,"Howard County, IA",Sep-20,4850.0,4703.0,147.0,3.0,Howard County,IA,False,False,False,False,False,19089
39462,CN1909100000000,19,091,"Humboldt County, IA",Sep-20,4753.0,4603.0,150.0,3.2,Humboldt County,IA,False,False,False,False,False,19091
39463,CN1909300000000,19,093,"Ida County, IA",Sep-20,3993.0,3874.0,119.0,3.0,Ida County,IA,False,False,False,False,False,19093
39464,CN1909500000000,19,095,"Iowa County, IA",Sep-20,10007.0,9716.0,291.0,2.9,Iowa County,IA,False,False,False,False,False,19095
39465,CN1909700000000,19,097,"Jackson County, IA",Sep-20,10344.0,9861.0,483.0,4.7,Jackson County,IA,False,False,False,False,False,19097
39466,CN1909900000000,19,099,"Jasper County, IA",Sep-20,18797.0,18007.0,790.0,4.2,Jasper County,IA,False,False,False,False,False,19099
39467,CN1910100000000,19,101,"Jefferson County, IA",Sep-20,10137.0,9632.0,505.0,5.0,Jefferson County,IA,False,False,False,False,False,19101
39468,CN1910300000000,19,103,"Johnson County, IA",Sep-20,84030.0,80385.0,3645.0,4.3,Johnson County,IA,False,False,False,False,False,19103
39469,CN1910500000000,19,105,"Jones County, IA",Sep-20,9957.0,9508.0,449.0,4.5,Jones County,IA,False,False,False,False,False,19105
39470,CN1910700000000,19,107,"Keokuk County, IA",Sep-20,4908.0,4714.0,194.0,4.0,Keokuk County,IA,False,False,False,False,False,19107
39471,CN1910900000000,19,109,"Kossuth County, IA",Sep-20,7869.0,7652.0,217.0,2.8,Kossuth County,IA,False,False,False,False,False,19109
39472,CN1911100000000,19,111,"Lee County, IA",Sep-20,15652.0,14837.0,815.0,5.2,Lee County,IA,False,False,False,False,False,19111
39473,CN1911300000000,19,113,"Linn County, IA",Sep-20,116720.0,109885.0,6835.0,5.9,Linn County,IA,False,False,False,False,False,19113
39474,CN1911500000000,19,115,"Louisa County, IA",Sep-20,5846.0,5627.0,219.0,3.7,Louisa County,IA,False,False,False,False,False,19115
39475,CN1911700000000,19,117,"Lucas County, IA",Sep-20,4409.0,4263.0,146.0,3.3,Lucas County,IA,False,False,False,False,False,19117
39476,CN1911900000000,19,119,"Lyon County, IA",Sep-20,6433.0,6314.0,119.0,1.8,Lyon County,IA,False,False,False,False,False,19119
39477,CN1912100000000,19,121,"Madison County, IA",Sep-20,8005.0,7641.0,364.0,4.5,Madison County,IA,False,False,False,False,False,19121
39478,CN1912300000000,19,123,"Mahaska County, IA",Sep-20,11356.0,10939.0,417.0,3.7,Mahaska County,IA,False,False,False,False,False,19123
39479,CN1912500000000,19,125,"Marion County, IA",Sep-20,17827.0,17264.0,563.0,3.2,Marion County,IA,False,False,False,False,False,19125
39480,CN1912700000000,19,127,"Marshall County, IA",Sep-20,16707.0,15847.0,860.0,5.1,Marshall County,IA,False,False,False,False,False,19127
39481,CN1912900000000,19,129,"Mills County, IA",Sep-20,7071.0,6852.0,219.0,3.1,Mills County,IA,False,False,False,False,False,19129
39482,CN1913100000000,19,131,"Mitchell County, IA",Sep-20,6679.0,6530.0,149.0,2.2,Mitchell County,IA,False,False,False,False,False,19131
39483,CN1913300000000,19,133,"Monona County, IA",Sep-20,4022.0,3883.0,139.0,3.5,Monona County,IA,False,False,False,False,False,19133
39484,CN1913500000000,19,135,"Monroe County, IA",Sep-20,3871.0,3702.0,169.0,4.4,Monroe County,IA,False,False,False,False,False,19135
39485,CN1913700000000,19,137,"Montgomery County, IA",Sep-20,4666.0,4479.0,187.0,4.0,Montgomery County,IA,False,False,False,False,False,19137
39486,CN1913900000000,19,139,"Muscatine County, IA",Sep-20,21225.0,20259.0,966.0,4.6,Muscatine County,IA,False,False,False,False,False,19139
39487,CN1914100000000,19,141,"O'Brien County, IA",Sep-20,7800.0,7581.0,219.0,2.8,O'Brien County,IA,False,False,False,False,False,19141
39488,CN1914300000000,19,143,"Osceola County, IA",Sep-20,3252.0,3183.0,69.0,2.1,Osceola County,IA,False,False,False,False,False,19143
39489,CN1914500000000,19,145,"Page County, IA",Sep-20,6008.0,5785.0,223.0,3.7,Page County,IA,False,False,False,False,False,19145
39490,CN1914700000000,19,147,"Palo Alto County, IA",Sep-20,4394.0,4242.0,152.0,3.5,Palo Alto County,IA,False,False,False,False,False,19147
39491,CN1914900000000,19,149,"Plymouth County, IA",Sep-20,14187.0,13783.0,404.0,2.8,Plymouth County,IA,False,False,False,False,False,19149
39492,CN1915100000000,19,151,"Pocahontas County, IA",Sep-20,4541.0,4421.0,120.0,2.6,Pocahontas County,IA,False,False,False,False,False,19151
39493,CN1915300000000,19,153,"Polk County, IA",Sep-20,256284.0,242781.0,13503.0,5.3,Polk County,IA,False,False,False,False,False,19153
39494,CN1915500000000,19,155,"Pottawattamie County, IA",Sep-20,47190.0,45227.0,1963.0,4.2,Pottawattamie County,IA,False,False,False,False,False,19155
39495,CN1915700000000,19,157,"Poweshiek County, IA",Sep-20,9934.0,9592.0,342.0,3.4,Poweshiek County,IA,False,False,False,False,False,19157
39496,CN1915900000000,19,159,"Ringgold County, IA",Sep-20,2273.0,2201.0,72.0,3.2,Ringgold County,IA,False,False,False,False,False,19159
39497,CN1916100000000,19,161,"Sac County, IA",Sep-20,4956.0,4823.0,133.0,2.7,Sac County,IA,False,False,False,False,False,19161
39498,CN1916300000000,19,163,"Scott County, IA",Sep-20,85038.0,79970.0,5068.0,6.0,Scott County,IA,False,False,False,False,False,19163
39499,CN1916500000000,19,165,"Shelby County, IA",Sep-20,6247.0,6071.0,176.0,2.8,Shelby County,IA,False,False,False,False,False,19165
39500,CN1916700000000,19,167,"Sioux County, IA",Sep-20,19642.0,19290.0,352.0,1.8,Sioux County,IA,False,False,False,False,False,19167
39501,CN1916900000000,19,169,"Story County, IA",Sep-20,59467.0,57806.0,1661.0,2.8,Story County,IA,False,False,False,False,False,19169
39502,CN1917100000000,19,171,"Tama County, IA",Sep-20,8917.0,8530.0,387.0,4.3,Tama County,IA,False,False,False,False,False,19171
39503,CN1917300000000,19,173,"Taylor County, IA",Sep-20,2981.0,2904.0,77.0,2.6,Taylor County,IA,False,False,False,False,False,19173
39504,CN1917500000000,19,175,"Union County, IA",Sep-20,6006.0,5700.0,306.0,5.1,Union County,IA,False,False,False,False,False,19175
39505,CN1917700000000,19,177,"Van Buren County, IA",Sep-20,3447.0,3321.0,126.0,3.7,Van Buren County,IA,False,False,False,False,False,19177
39506,CN1917900000000,19,179,"Wapello County, IA",Sep-20,17101.0,16183.0,918.0,5.4,Wapello County,IA,False,False,False,False,False,19179
39507,CN1918100000000,19,181,"Warren County, IA",Sep-20,26591.0,25621.0,970.0,3.6,Warren County,IA,False,False,False,False,False,19181
39508,CN1918300000000,19,183,"Washington County, IA",Sep-20,11385.0,11041.0,344.0,3.0,Washington County,IA,False,False,False,False,False,19183
39509,CN1918500000000,19,185,"Wayne County, IA",Sep-20,2692.0,2591.0,101.0,3.8,Wayne County,IA,False,False,False,False,False,19185
39510,CN1918700000000,19,187,"Webster County, IA",Sep-20,18535.0,17740.0,795.0,4.3,Webster County,IA,False,False,False,False,False,19187
39511,CN1918900000000,19,189,"Winnebago County, IA",Sep-20,4876.0,4642.0,234.0,4.8,Winnebago County,IA,False,False,False,False,False,19189
39512,CN1919100000000,19,191,"Winneshiek County, IA",Sep-20,10572.0,10232.0,340.0,3.2,Winneshiek County,IA,False,False,False,False,False,19191
39513,CN1919300000000,19,193,"Woodbury County, IA",Sep-20,54368.0,52078.0,2290.0,4.2,Woodbury County,IA,False,False,False,False,False,19193
39514,CN1919500000000,19,195,"Worth County, IA",Sep-20,3942.0,3802.0,140.0,3.6,Worth County,IA,False,False,False,False,False,19195
39515,CN1919700000000,19,197,"Wright County, IA",Sep-20,6632.0,6413.0,219.0,3.3,Wright County,IA,False,False,False,False,False,19197
39516,CN2000100000000,20,001,"Allen County, KS",Sep-20,6388.0,6070.0,318.0,5.0,Allen County,KS,False,False,False,False,False,20001
39517,CN2000300000000,20,003,"Anderson County, KS",Sep-20,4196.0,4024.0,172.0,4.1,Anderson County,KS,False,False,False,False,False,20003
39518,CN2000500000000,20,005,"Atchison County, KS",Sep-20,6805.0,6386.0,419.0,6.2,Atchison County,KS,False,False,False,False,False,20005
39519,CN2000700000000,20,007,"Barber County, KS",Sep-20,2293.0,2224.0,69.0,3.0,Barber County,KS,False,False,False,False,False,20007
39520,CN2000900000000,20,009,"Barton County, KS",Sep-20,13719.0,13114.0,605.0,4.4,Barton County,KS,False,False,False,False,False,20009
39521,CN2001100000000,20,011,"Bourbon County, KS",Sep-20,6516.0,6140.0,376.0,5.8,Bourbon County,KS,False,False,False,False,False,20011
39522,CN2001300000000,20,013,"Brown County, KS",Sep-20,5164.0,4967.0,197.0,3.8,Brown County,KS,False,False,False,False,False,20013
39523,CN2001500000000,20,015,"Butler County, KS",Sep-20,31817.0,29901.0,1916.0,6.0,Butler County,KS,False,False,False,False,False,20015
39524,CN2001700000000,20,017,"Chase County, KS",Sep-20,1422.0,1325.0,97.0,6.8,Chase County,KS,False,False,False,False,False,20017
39525,CN2001900000000,20,019,"Chautauqua County, KS",Sep-20,1423.0,1328.0,95.0,6.7,Chautauqua County,KS,False,False,False,False,False,20019
39526,CN2002100000000,20,021,"Cherokee County, KS",Sep-20,9988.0,9511.0,477.0,4.8,Cherokee County,KS,False,False,False,False,False,20021
39527,CN2002300000000,20,023,"Cheyenne County, KS",Sep-20,1316.0,1290.0,26.0,2.0,Cheyenne County,KS,False,False,False,False,False,20023
39528,CN2002500000000,20,025,"Clark County, KS",Sep-20,1119.0,1100.0,19.0,1.7,Clark County,KS,False,False,False,False,False,20025
39529,CN2002700000000,20,027,"Clay County, KS",Sep-20,3861.0,3703.0,158.0,4.1,Clay County,KS,False,False,False,False,False,20027
39530,CN2002900000000,20,029,"Cloud County, KS",Sep-20,3752.0,3591.0,161.0,4.3,Cloud County,KS,False,False,False,False,False,20029
39531,CN2003100000000,20,031,"Coffey County, KS",Sep-20,3913.0,3733.0,180.0,4.6,Coffey County,KS,False,False,False,False,False,20031
39532,CN2003300000000,20,033,"Comanche County, KS",Sep-20,859.0,824.0,35.0,4.1,Comanche County,KS,False,False,False,False,False,20033
39533,CN2003500000000,20,035,"Cowley County, KS",Sep-20,16741.0,15729.0,1012.0,6.0,Cowley County,KS,False,False,False,False,False,20035
39534,CN2003700000000,20,037,"Crawford County, KS",Sep-20,18747.0,17727.0,1020.0,5.4,Crawford County,KS,False,False,False,False,False,20037
39535,CN2003900000000,20,039,"Decatur County, KS",Sep-20,1245.0,1207.0,38.0,3.1,Decatur County,KS,False,False,False,False,False,20039
39536,CN2004100000000,20,041,"Dickinson County, KS",Sep-20,8801.0,8443.0,358.0,4.1,Dickinson County,KS,False,False,False,False,False,20041
39537,CN2004300000000,20,043,"Doniphan County, KS",Sep-20,4024.0,3865.0,159.0,4.0,Doniphan County,KS,False,False,False,False,False,20043
39538,CN2004500000000,20,045,"Douglas County, KS",Sep-20,64175.0,60582.0,3593.0,5.6,Douglas County,KS,False,False,False,False,False,20045
39539,CN2004700000000,20,047,"Edwards County, KS",Sep-20,1503.0,1460.0,43.0,2.9,Edwards County,KS,False,False,False,False,False,20047
39540,CN2004900000000,20,049,"Elk County, KS",Sep-20,1156.0,1104.0,52.0,4.5,Elk County,KS,False,False,False,False,False,20049
39541,CN2005100000000,20,051,"Ellis County, KS",Sep-20,16984.0,16478.0,506.0,3.0,Ellis County,KS,False,False,False,False,False,20051
39542,CN2005300000000,20,053,"Ellsworth County, KS",Sep-20,2719.0,2635.0,84.0,3.1,Ellsworth County,KS,False,False,False,False,False,20053
39543,CN2005500000000,20,055,"Finney County, KS",Sep-20,20774.0,20126.0,648.0,3.1,Finney County,KS,False,False,False,False,False,20055
39544,CN2005700000000,20,057,"Ford County, KS",Sep-20,17155.0,16558.0,597.0,3.5,Ford County,KS,False,False,False,False,False,20057
39545,CN2005900000000,20,059,"Franklin County, KS",Sep-20,14191.0,13447.0,744.0,5.2,Franklin County,KS,False,False,False,False,False,20059
39546,CN2006100000000,20,061,"Geary County, KS",Sep-20,11627.0,10822.0,805.0,6.9,Geary County,KS,False,False,False,False,False,20061
39547,CN2006300000000,20,063,"Gove County, KS",Sep-20,1451.0,1418.0,33.0,2.3,Gove County,KS,False,False,False,False,False,20063
39548,CN2006500000000,20,065,"Graham County, KS",Sep-20,1152.0,1093.0,59.0,5.1,Graham County,KS,False,False,False,False,False,20065
39549,CN2006700000000,20,067,"Grant County, KS",Sep-20,3188.0,3047.0,141.0,4.4,Grant County,KS,False,False,False,False,False,20067
39550,CN2006900000000,20,069,"Gray County, KS",Sep-20,3308.0,3241.0,67.0,2.0,Gray County,KS,False,False,False,False,False,20069
39551,CN2007100000000,20,071,"Greeley County, KS",Sep-20,866.0,853.0,13.0,1.5,Greeley County,KS,False,False,False,False,False,20071
39552,CN2007300000000,20,073,"Greenwood County, KS",Sep-20,3048.0,2899.0,149.0,4.9,Greenwood County,KS,False,False,False,False,False,20073
39553,CN2007500000000,20,075,"Hamilton County, KS",Sep-20,1677.0,1652.0,25.0,1.5,Hamilton County,KS,False,False,False,False,False,20075
39554,CN2007700000000,20,077,"Harper County, KS",Sep-20,2717.0,2585.0,132.0,4.9,Harper County,KS,False,False,False,False,False,20077
39555,CN2007900000000,20,079,"Harvey County, KS",Sep-20,16456.0,15701.0,755.0,4.6,Harvey County,KS,False,False,False,False,False,20079
39556,CN2008100000000,20,081,"Haskell County, KS",Sep-20,2205.0,2156.0,49.0,2.2,Haskell County,KS,False,False,False,False,False,20081
39557,CN2008300000000,20,083,"Hodgeman County, KS",Sep-20,1024.0,1002.0,22.0,2.1,Hodgeman County,KS,False,False,False,False,False,20083
39558,CN2008500000000,20,085,"Jackson County, KS",Sep-20,6946.0,6656.0,290.0,4.2,Jackson County,KS,False,False,False,False,False,20085
39559,CN2008700000000,20,087,"Jefferson County, KS",Sep-20,9775.0,9356.0,419.0,4.3,Jefferson County,KS,False,False,False,False,False,20087
39560,CN2008900000000,20,089,"Jewell County, KS",Sep-20,1260.0,1225.0,35.0,2.8,Jewell County,KS,False,False,False,False,False,20089
39561,CN2009100000000,20,091,"Johnson County, KS",Sep-20,329150.0,313495.0,15655.0,4.8,Johnson County,KS,False,False,False,False,False,20091
39562,CN2009300000000,20,093,"Kearny County, KS",Sep-20,2049.0,1998.0,51.0,2.5,Kearny County,KS,False,False,False,False,False,20093
39563,CN2009500000000,20,095,"Kingman County, KS",Sep-20,3360.0,3211.0,149.0,4.4,Kingman County,KS,False,False,False,False,False,20095
39564,CN2009700000000,20,097,"Kiowa County, KS",Sep-20,1304.0,1264.0,40.0,3.1,Kiowa County,KS,False,False,False,False,False,20097
39565,CN2009900000000,20,099,"Labette County, KS",Sep-20,9679.0,9138.0,541.0,5.6,Labette County,KS,False,False,False,False,False,20099
39566,CN2010100000000,20,101,"Lane County, KS",Sep-20,762.0,738.0,24.0,3.1,Lane County,KS,False,False,False,False,False,20101
39567,CN2010300000000,20,103,"Leavenworth County, KS",Sep-20,35458.0,33597.0,1861.0,5.2,Leavenworth County,KS,False,False,False,False,False,20103
39568,CN2010500000000,20,105,"Lincoln County, KS",Sep-20,1638.0,1589.0,49.0,3.0,Lincoln County,KS,False,False,False,False,False,20105
39569,CN2010700000000,20,107,"Linn County, KS",Sep-20,4286.0,3990.0,296.0,6.9,Linn County,KS,False,False,False,False,False,20107
39570,CN2010900000000,20,109,"Logan County, KS",Sep-20,1640.0,1606.0,34.0,2.1,Logan County,KS,False,False,False,False,False,20109
39571,CN2011100000000,20,111,"Lyon County, KS",Sep-20,16542.0,15828.0,714.0,4.3,Lyon County,KS,False,False,False,False,False,20111
39572,CN2011300000000,20,113,"McPherson County, KS",Sep-20,17123.0,16576.0,547.0,3.2,McPherson County,KS,False,False,False,False,False,20113
39573,CN2011500000000,20,115,"Marion County, KS",Sep-20,5845.0,5622.0,223.0,3.8,Marion County,KS,False,False,False,False,False,20115
39574,CN2011700000000,20,117,"Marshall County, KS",Sep-20,5571.0,5420.0,151.0,2.7,Marshall County,KS,False,False,False,False,False,20117
39575,CN2011900000000,20,119,"Meade County, KS",Sep-20,2185.0,2125.0,60.0,2.7,Meade County,KS,False,False,False,False,False,20119
39576,CN2012100000000,20,121,"Miami County, KS",Sep-20,16895.0,16103.0,792.0,4.7,Miami County,KS,False,False,False,False,False,20121
39577,CN2012300000000,20,123,"Mitchell County, KS",Sep-20,3469.0,3383.0,86.0,2.5,Mitchell County,KS,False,False,False,False,False,20123
39578,CN2012500000000,20,125,"Montgomery County, KS",Sep-20,14771.0,13648.0,1123.0,7.6,Montgomery County,KS,False,False,False,False,False,20125
39579,CN2012700000000,20,127,"Morris County, KS",Sep-20,3070.0,2938.0,132.0,4.3,Morris County,KS,False,False,False,False,False,20127
39580,CN2012900000000,20,129,"Morton County, KS",Sep-20,1176.0,1134.0,42.0,3.6,Morton County,KS,False,False,False,False,False,20129
39581,CN2013100000000,20,131,"Nemaha County, KS",Sep-20,5642.0,5509.0,133.0,2.4,Nemaha County,KS,False,False,False,False,False,20131
39582,CN2013300000000,20,133,"Neosho County, KS",Sep-20,6224.0,5833.0,391.0,6.3,Neosho County,KS,False,False,False,False,False,20133
39583,CN2013500000000,20,135,"Ness County, KS",Sep-20,1342.0,1295.0,47.0,3.5,Ness County,KS,False,False,False,False,False,20135
